しかし、上手く行きませんでした。知識ベースのイフゼンルールにおいて、条件が成り立ったら、なぜ結論になるのかを知識ベースでは答えられなかったためです。医学生に知識を教える場合は、,100,100,25,0
わかりやすい診断知識を持つデータベースを構築することが必要に、,80,110,30,0
なります。ガイドンの研究は1979年ですけれども、単にエキスパートシステムの知識ベースを使っても教育はできないことがわかります。,100,100,25,1
少し詳しく説明すると、マイシンが使っていたのは,100,100,25,0
イフゼンルール群、,80,110,30,0
です。これを使えば診断はできるわけですが、医学生が学ぶのには適していなくて、なぜルールが成立するのかという,100,100,25,0
深い知識,80,110,30,0
がないと、医学生には理解できません。この深い知識は、診断知識の原理・原則的な知識を表し、ルール中の条件間の関連性を説明する上で必要となります。したがって、,100,100,25,0
この深い知識を教えることが重要,80,110,30,0
となります。以上が、学習工学、学習支援システムのベースとなる学問である知識工学のお話でした。,100,100,25,1
では、次に、学習、教育を支援するシステムにテーマを移していきます。学習支援システムというのはエキスパートシステムのひとつです。,100,100,25,1
まず、,100,100,25,0
なぜ学習を扱うのか？,80,110,30,0
最大の理由は、,100,100,25,0
学習は人間知性の根幹、,80,110,30,0
だからです。知性の側面には色々ありますが、すべてにおいて学習は切り離せないですし、人間が他の動物と違うのはこの学習能力にあると言われています。そういう意味で学習を取り扱うっていうのは有意義です。もう一つの理由は、,100,100,25,0
ICTによって新たな学習の可能性が広がりつつあるから、,80,110,30,0
です。つまり、新たな学習体験とか、より効果的、より効率的な学びができるようになってきている。その意味においても、学習を扱うのは有意義であると言えます。,100,100,25,1
ここでは、少し学習とは何かということについて問い詰めて考えてみたいと思いますが、辞典では、学び習うこととあって、読んで字の如くになってしまうのですが、重要な意味がもう一つあって、,100,100,25,0
以前の経験を土台として、新しい適応の仕方を習得していくこと。,80,110,30,0
つまり、今までに経験してきたことを踏まえて、今の環境にうまく適応していく仕方を学ぶことが学習だといえます。,100,100,25,1
ちょっと辞書的な内容ではわかりにくいので、もう少し分解して考えると、学習というのは、,100,100,25,0
適応する、,80,110,30,0
ことが一つの本質かなと思います。人間の周りの環境には、様々なモノ、コトがありますけども、生きていくためには環境に対して的確に対応することが必要です。環境への適応は,100,100,25,0
種を保存するため、自己防衛するため、,80,110,30,0
ですが、これをやるためには、,100,100,25,0
環境のことを理解する、,80,110,30,0
周りの環境とのやりとりの仕方を学んでいくというのが求められます。学ぶというのは新たなことをできるようになっていくことを意味しますけど、これは何のために必要かというと、ひとつは環境に適応するためとなります。,100,100,25,1
もう一つの学習の本質は、伝承、,80,110,30,0
ということで、ここは教育的な要素も含まれますが、人間は有史以来、種を進化させてきました。自分一代だけでなく、次の世代へ受け継いでいく。これによって。種を進化させてきました。人間は、もともとそういう欲求を持っているとも言えます。この、,100,100,25,0
人から人へ伝える、伝承することが、学ぶということの本質,80,110,30,0
です。,100,100,25,1
では、学ぶことによって何が良くなるか、,100,100,25,0
学びの効用、,80,110,30,0
ですね。4つあります。この4つのうち、どれかひとつでも良くなったと言えれば学んだと言え、一つも良くなったと言えなければ学んだとは言えません。まず、一つ目は、,100,100,25,0
効率の向上で、,80,110,30,0
これは、,100,100,25,0
より素早くできるようになること、,80,110,30,0
を意味します。たとえば、漢字の練習とか計算で、最初は時間がかかっていたものがどんどん素早くできるようになっていくということを経験されてきたと思います。次に、,100,100,25,0
精度の向上、,80,110,30,0
ですね、,100,100,25,0
的確に正確にできるようになること、,80,110,30,0
です。それから、,100,100,25,0
理解が深まること、,80,110,30,0
これも重要なことですね。そして、,100,100,25,0
適用範囲がより広くなっていくこと。,80,110,30,0
以上の4つが、すごく重要な学びの効用になります。この4つがうまく達成できると、先程述べた適応ができるようになって、自己保存にもつながっていくし、伝承の面でも種を進化させていくことができます。,100,100,25,1
次に、学習には、,100,100,25,0
レベルという側面、,80,110,30,0
があり、意識的に学んでいることと、無意識に学んでいることがあると思います。普通、学習と言うと、,100,100,25,0
意識レベル、,80,110,30,0
のほうを考えがちで、学校での学びはおおむねこちらにあたります。意識して学ぶものとしては、思考や知識があります。これらは、説明可能です。一方、,100,100,25,0
人間は無意識に学んでいるもの、,80,110,30,0
があります。なかなか口に出して説明するのが難しく、神経レベルや筋肉レベルで学んでいること、身体知と言ったりもします。では、どちらのレベルの学習が支援可能なのかといいますと、無意識のレベルで学習することを促すということはできますが、明確に支援できるのは、,100,100,25,0
意識レベルの学習、,80,110,30,0
です。知識工学で扱っているのはまさに意識レベルの学習になります。,100,100,25,1
最後に、学習すると、,100,100,25,0
知識が変化する、,80,110,30,0
という側面があります。コンピューターと違って、,100,100,25,0
学習は単なる知識の蓄積ではない、,80,110,30,0
です。計算機に学ばせる場合はだいたい知識をデータとして入れていくわけですが、人間の学習はそれだけじゃないですよね。人間は、単に蓄積した知識を検索しているだけではなく、蓄積した知識そのものを変容させていると考えられます。これを、,100,100,25,0
知識の質的変化、,80,110,30,0
といいます。,100,100,25,0
蓄積した知識を効率よく使えるようになるのは質的変化,80,110,30,0
の一つで、知識がやがてスキルとなっていきます。最初、知識に基づいて考えながらやっていたことが、,100,100,25,0
知識を意識しなくてもできるようなスキルを獲得します。,80,110,30,0
これは知識が変容していると捉えることが出来ます。したがって、学習では、知識の蓄積に加えて、質的な変化が重要だといえます。,100,100,25,1
このスライドは、,100,100,25,0
知識の質的変化の例,80,110,30,0
を示しています。いずれも、,100,100,25,0
最初は知識を蓄積しますが、,80,110,30,0
知識の記憶だけで学習が終わるわけではなくて、いろんな問題を解く、それを繰り返すことによって、,100,100,25,0
より効果的に知識が使えるようなスキルを獲得するという変容、,80,110,30,0
を起こします。最近は、機械学習が進んできて人間は記憶しなくていいんだ、グーグル検索に頼ればいいんだと極端なことが言われますが、それは大きな間違いで、どんな問題解決でも人間には知識が必須となります。したがって、最初は必ず必要な知識を蓄積しなければなりません。,100,100,25,1
以上を少しまとめますと、学習の本質、つまりなぜ学ぶかいうと、適応するため、そして次世代に伝承するためです。これらが学習の本質的な側面となります。また、学習して何が良くなるのか、つまり学習の効用を表す4つの指標についてお話しました。それから、学習する際、意識できるレベルとできないレベルがあるという話をしました。言い方を変えると、知識を学ぶということと、スキルを学ぶということに分けることができます。そして、最後に、知識は量的だけではなく質的にも変化するということです。ここまでで、学習とは何かというお話をしました。,100,100,25,1
ここからは、,100,100,25,0
学習を支援するのは簡単ではない、,80,110,30,0
ということについてお話していきます。,100,100,25,1
まず最初にお話しておきたいのは、教育と学習の違いです。これらは表裏一体ですけども、教育支援と学習支援は少し異なります。教育の場合、登場人物は、,100,100,25,0
教師と学習者、,80,110,30,0
の少なくとも２者です。一方、学習の場合、登場人物は,100,100,25,0
通常、学習者ひとりのみ、,80,110,30,0
です。これが違いのひとつ目になります。もうひとつは、,100,100,25,0
教育では学習者が満たすべき学習のゴールを教師側が設定します。,80,110,30,0
教師がこのゴールを教育ゴールとして想定し、それを満たすために問題やヒントを与えたりします。そして、最終的に学習者は、教師が思い描いているゴールに到達することになります。このゴールが満たされれば、教育支援は達成されたことになります。一方で学習支援では、,100,100,25,0
学習者が学習ゴールを持っています。,80,110,30,0
学習者がこのゴールを満たせるように、支援システムや人間の教員が支援するわけです。このように学習ゴールをどちらが持つかによって、支援システムの果たすべき役割が大きく異なってきます。,100,100,25,1
次に、エキスパートシステムとしての学習支援システムの構成についてお話しておきます。学習支援システムでは、,100,100,25,0
どのような知識ベースが必要か、,80,110,30,0
を整理すると、まず、,100,100,25,0
教材の知識、,80,110,30,0
が必要です。例えば筆算とか因数分解をするための知識ですね。また、,100,100,25,0
教えるための知識、,80,110,30,0
が必要です。例えば学習者が問題に詰まったら答えを教えるのかヒントを与えるのかを決める知識で、ヒントを与えるにしても間違え方によって様々なヒントの与え方がありますよね。このように教え方を制御するのが,100,100,25,0
教授知識、,80,110,30,0
になります。もうひとつは学習者の状態を表すもの、ここでは、,100,100,25,0
学習者モデル、,80,110,30,0
と呼んでいますが、計算機の内部で、,100,100,25,0
学習者の知識や理解の状態を表現します。,80,110,30,0
少なくともこれらの3つの知識を使って教育や学習支援を行うことになります。,100,100,25,1
知識工学的には、教育のエキスパートである教育者が用いている知識に着目して、知識ベースを構築することが教育支援システム研究では重要な課題となります。また、学習支援の場合は、上手く学ぶ学習者に着目してその学習者が持っている知識や上手く解くための方法を知識ベース化するのが重要になってきます。,100,100,25,1
学習・教育支援システムの構成を図示すると、このようになります。システムの中に、知識ベースが3つあって、それぞれ、,100,100,25,0
教材知識、教授知識、学習者モデル、,80,110,30,0
に対応し、,100,100,25,0
推論エンジンが、,80,110,30,0
これらの知識ベースを使って学習者とのやりとりを制御します。例えば、筆算の問題解決を支援するシステムの場合。システムは教材知識を使って筆算の問題を解くことができ、また学習者から誤った答えや式が与えられたときにどういう間違いをしたかを診断して学習者モデルを表現し、また学習者の状態に応じてヒントか説明を与えることができます。人間の先生も、同じような知識を用いて学習者の問題解決を支援していると考えることができます。,100,100,25,1
このようなシステムをデザインする方法論には、大きく分けて2つあります。ひとつは、,100,100,25,0
テクノロジードリブンで、,80,110,30,0
テクノロジーをベースに、,100,100,25,0
既存の技術を応用してみようという観点からデザインするやり方、,80,110,30,0
です。もうひとつは、,100,100,25,0
モデルベースで、人間の教師や学習者が持っている学習や問題解決の方法に着目して、,80,110,30,0
それを表現してどのような支援をするべきなのかを解き明かし、,100,100,25,0
必要な知識を表現していくというやり方、,80,110,30,0
です。本講義では、学習の質を高めることに着目しているのでモデルベースというのが非常に重要で、人間の活動を眺めないといい知識ベースは書けないため、単に技術を応用するだけではいい教育はできないという考えでモデルをベースにして知識を記述します。このやり方のことを、,100,100,25,0
学習工学、,80,110,30,0
と名付けています。,100,100,25,1
テクノロジーベースのシステムデザインでは、基本的に、,100,100,25,0
技術を導入して、今ある教育を効率化する、あるいは同様の教育を提供することが指向されます。,80,110,30,0
つまり、教室における教育活動を技術で代替することが主眼となります。学習効果は上がりますが、上手くいかない場合、,100,100,25,0
なぜ上手く行かなかったのか、何が起こっているのか、,80,110,30,0
という分析が難しく、システムの保守が困難という短所があります。技術を与えて環境を作るだけでは単なる電子化になってしまいます。,100,100,25,1
一方、モデルベースでは、どう問題解決するのか、どう学習するのか、あるいはどう教えるのかというのを解き明かしながら知識ベースを構築します。したがって、上手くいかない場合に対して、なぜうまくいかなかったのかを説明することが可能となります。,100,100,25,1
もう少し専門的にモデルベースを説明しますと、問題解決や学習、およびその支援のプロセスを計算機上で扱うために、,100,100,25,0
情報処理プロセスとして表現します。,80,110,30,0
この表現によって、学習支援を情報処理プロセスへの関与として考えやすくなり、また上手くいかない場合でも情報処理プロセス上でその原因を考えることができます。これは、俯瞰的に見ますと、,100,100,25,0
学習やその支援に関わる情報を表現、分析、生成、提示、操作するための方法を探究しようとしている情報学、,80,110,30,0
であるといえます。そういう意味では、学習工学は科学的側面と工学的側面の両方があると言えます。人間を手本にしますので科学的側面もありますが、実は工学的側面が大きく、学習や問題解決のプロセスは必ずしも人間と同じでなくても良いという立場から、情報処理プロセスとして表現して、その表現上で支援を考える点が学習工学の大きな特徴となっています。今までの教育学では、情報処理プロセスとして扱うことは少なく、経験的に何が難しいのか、どう対応すべきかを考えることが多い。そのため、教員によって上手く教育できたりできなかったりしがちですが、情報処理プロセスとして表現することで誰がやっても、,100,100,25,0
システマティックに、,80,110,30,0
同様の教育、学習支援ができるようにするというのが、この分野の大きな目標になります。,100,100,25,1
学習工学を推進するための必要条件、つまり、,100,100,25,0
モデルベースに学習支援システムを作るための条件、,80,110,30,0
ですが、かなり処理が複雑になりますので、マシンパワーが必須です。昔は、このようなマシンがなく、できなかったわけですが、最近になって技術が発展してきて複雑な処理も迅速に行えるようになってきています。また、マルチモーダルな入出力であったり、大量のデータが必要です。以上、学習工学のお話でした。今回の講義は、以上になります。お疲れ様でした。,100,100,25,1
